,audio_directory,speaker,gender,length,Dict_n
50,sitec/Dict01/clncut/female/fcn3lms00s110/set110049_clncut.wav,fcn3lms00s110,female,53248,dict01
51,sitec/Dict01/clncut/female/fcn3lms00s110/set110023_clncut.wav,fcn3lms00s110,female,42368,dict01
52,sitec/Dict01/clncut/female/fcn3lms00s110/set110035_clncut.wav,fcn3lms00s110,female,44544,dict01
53,sitec/Dict01/clncut/female/fcn3lms00s110/set110094_clncut.wav,fcn3lms00s110,female,49792,dict01
54,sitec/Dict01/clncut/female/fcn3lms00s110/set110011_clncut.wav,fcn3lms00s110,female,43776,dict01
55,sitec/Dict01/clncut/female/fcn3lms00s110/set110075_clncut.wav,fcn3lms00s110,female,65792,dict01
56,sitec/Dict01/clncut/female/fcn3lms00s110/set110090_clncut.wav,fcn3lms00s110,female,71040,dict01
57,sitec/Dict01/clncut/female/fcn3lms00s110/set110029_clncut.wav,fcn3lms00s110,female,56960,dict01
58,sitec/Dict01/clncut/female/fcn3lms00s110/set110037_clncut.wav,fcn3lms00s110,female,52352,dict01
59,sitec/Dict01/clncut/female/fcn3lms00s110/set110015_clncut.wav,fcn3lms00s110,female,54400,dict01
60,sitec/Dict01/clncut/female/fcn3lms00s110/set110081_clncut.wav,fcn3lms00s110,female,81792,dict01
61,sitec/Dict01/clncut/female/fcn3lms00s110/set110051_clncut.wav,fcn3lms00s110,female,53376,dict01
62,sitec/Dict01/clncut/female/fcn3lms00s110/set110044_clncut.wav,fcn3lms00s110,female,78592,dict01
63,sitec/Dict01/clncut/female/fcn3lms00s110/set110008_clncut.wav,fcn3lms00s110,female,49152,dict01
64,sitec/Dict01/clncut/female/fcn3lms00s110/set110067_clncut.wav,fcn3lms00s110,female,115712,dict01
65,sitec/Dict01/clncut/female/fcn3lms00s110/set110030_clncut.wav,fcn3lms00s110,female,39424,dict01
66,sitec/Dict01/clncut/female/fcn3lms00s110/set110104_clncut.wav,fcn3lms00s110,female,42624,dict01
67,sitec/Dict01/clncut/female/fcn3lms00s110/set110103_clncut.wav,fcn3lms00s110,female,66688,dict01
68,sitec/Dict01/clncut/female/fcn3lms00s110/set110080_clncut.wav,fcn3lms00s110,female,44032,dict01
69,sitec/Dict01/clncut/female/fcn3lms00s110/set110085_clncut.wav,fcn3lms00s110,female,49920,dict01
70,sitec/Dict01/clncut/female/fcn3lms00s110/set110068_clncut.wav,fcn3lms00s110,female,45056,dict01
71,sitec/Dict01/clncut/female/fcn3lms00s110/set110001_clncut.wav,fcn3lms00s110,female,60672,dict01
72,sitec/Dict01/clncut/female/fcn3lms00s110/set110100_clncut.wav,fcn3lms00s110,female,72320,dict01
73,sitec/Dict01/clncut/female/fcn3lms00s110/set110099_clncut.wav,fcn3lms00s110,female,49920,dict01
74,sitec/Dict01/clncut/female/fcn3lms00s110/set110034_clncut.wav,fcn3lms00s110,female,58368,dict01
75,sitec/Dict01/clncut/female/fcn3lms00s110/set110018_clncut.wav,fcn3lms00s110,female,52224,dict01
76,sitec/Dict01/clncut/female/fcn3lms00s110/set110077_clncut.wav,fcn3lms00s110,female,92160,dict01
77,sitec/Dict01/clncut/female/fcn3lms00s110/set110057_clncut.wav,fcn3lms00s110,female,73856,dict01
78,sitec/Dict01/clncut/female/fcn3lms00s110/set110041_clncut.wav,fcn3lms00s110,female,36608,dict01
79,sitec/Dict01/clncut/female/fcn3lms00s110/set110012_clncut.wav,fcn3lms00s110,female,53504,dict01
80,sitec/Dict01/clncut/female/fcn3lms00s110/set110009_clncut.wav,fcn3lms00s110,female,68096,dict01
81,sitec/Dict01/clncut/female/fcn3lms00s110/set110046_clncut.wav,fcn3lms00s110,female,51584,dict01
82,sitec/Dict01/clncut/female/fcn3lms00s110/set110039_clncut.wav,fcn3lms00s110,female,55424,dict01
83,sitec/Dict01/clncut/female/fcn3lms00s110/set110025_clncut.wav,fcn3lms00s110,female,33280,dict01
84,sitec/Dict01/clncut/female/fcn3lms00s110/set110059_clncut.wav,fcn3lms00s110,female,44416,dict01
85,sitec/Dict01/clncut/female/fcn3lms00s110/set110003_clncut.wav,fcn3lms00s110,female,48640,dict01
86,sitec/Dict01/clncut/female/fcn3lms00s110/set110083_clncut.wav,fcn3lms00s110,female,60544,dict01
87,sitec/Dict01/clncut/female/fcn3lms00s110/set110063_clncut.wav,fcn3lms00s110,female,64896,dict01
88,sitec/Dict01/clncut/female/fcn3lms00s110/set110095_clncut.wav,fcn3lms00s110,female,45568,dict01
89,sitec/Dict01/clncut/female/fcn3lms00s110/set110040_clncut.wav,fcn3lms00s110,female,52608,dict01
90,sitec/Dict01/clncut/female/fcn3lms00s110/set110052_clncut.wav,fcn3lms00s110,female,54656,dict01
91,sitec/Dict01/clncut/female/fcn3lms00s110/set110026_clncut.wav,fcn3lms00s110,female,54144,dict01
92,sitec/Dict01/clncut/female/fcn3lms00s110/set110004_clncut.wav,fcn3lms00s110,female,52736,dict01
93,sitec/Dict01/clncut/female/fcn3lms00s110/set110093_clncut.wav,fcn3lms00s110,female,50688,dict01
94,sitec/Dict01/clncut/female/fcn3lms00s110/set110073_clncut.wav,fcn3lms00s110,female,60544,dict01
95,sitec/Dict01/clncut/female/fcn3lms00s110/set110013_clncut.wav,fcn3lms00s110,female,53376,dict01
96,sitec/Dict01/clncut/female/fcn3lms00s110/set110066_clncut.wav,fcn3lms00s110,female,55424,dict01
97,sitec/Dict01/clncut/female/fcn3lms00s110/set110036_clncut.wav,fcn3lms00s110,female,48768,dict01
98,sitec/Dict01/clncut/female/fcn3lms00s110/set110028_clncut.wav,fcn3lms00s110,female,40192,dict01
99,sitec/Dict01/clncut/female/fcn3lms00s110/set110101_clncut.wav,fcn3lms00s110,female,87552,dict01
100,sitec/Dict01/clncut/female/fcn3lms00s110/set110053_clncut.wav,fcn3lms00s110,female,79872,dict01
101,sitec/Dict01/clncut/female/fcn3lms00s110/set110087_clncut.wav,fcn3lms00s110,female,66944,dict01
102,sitec/Dict01/clncut/female/fcn3lms00s110/set110088_clncut.wav,fcn3lms00s110,female,55424,dict01
103,sitec/Dict01/clncut/female/fcn3lms00s110/set110091_clncut.wav,fcn3lms00s110,female,45696,dict01
104,sitec/Dict01/clncut/female/fss3pmj00s128/set128072_clncut.wav,fss3pmj00s128,female,52736,dict01
105,sitec/Dict01/clncut/female/fss3pmj00s128/set128037_clncut.wav,fss3pmj00s128,female,51328,dict01
106,sitec/Dict01/clncut/female/fss3pmj00s128/set128010_clncut.wav,fss3pmj00s128,female,40064,dict01
107,sitec/Dict01/clncut/female/fss3pmj00s128/set128097_clncut.wav,fss3pmj00s128,female,37120,dict01
108,sitec/Dict01/clncut/female/fss3pmj00s128/set128036_clncut.wav,fss3pmj00s128,female,38272,dict01
109,sitec/Dict01/clncut/female/fss3pmj00s128/set128041_clncut.wav,fss3pmj00s128,female,52864,dict01
110,sitec/Dict01/clncut/female/fss3pmj00s128/set128035_clncut.wav,fss3pmj00s128,female,45568,dict01
111,sitec/Dict01/clncut/female/fss3pmj00s128/set128002_clncut.wav,fss3pmj00s128,female,57344,dict01
112,sitec/Dict01/clncut/female/fss3pmj00s128/set128017_clncut.wav,fss3pmj00s128,female,53376,dict01
113,sitec/Dict01/clncut/female/fss3pmj00s128/set128092_clncut.wav,fss3pmj00s128,female,38272,dict01
114,sitec/Dict01/clncut/female/fss3pmj00s128/set128098_clncut.wav,fss3pmj00s128,female,52224,dict01
115,sitec/Dict01/clncut/female/fss3pmj00s128/set128019_clncut.wav,fss3pmj00s128,female,50048,dict01
116,sitec/Dict01/clncut/female/fss3pmj00s128/set128008_clncut.wav,fss3pmj00s128,female,48768,dict01
117,sitec/Dict01/clncut/female/fss3pmj00s128/set128046_clncut.wav,fss3pmj00s128,female,50816,dict01
118,sitec/Dict01/clncut/female/fss3pmj00s128/set128077_clncut.wav,fss3pmj00s128,female,49920,dict01
119,sitec/Dict01/clncut/female/fss3pmj00s128/set128090_clncut.wav,fss3pmj00s128,female,93440,dict01
120,sitec/Dict01/clncut/female/fss3pmj00s128/set128093_clncut.wav,fss3pmj00s128,female,47104,dict01
121,sitec/Dict01/clncut/female/fss3pmj00s128/set128045_clncut.wav,fss3pmj00s128,female,60928,dict01
122,sitec/Dict01/clncut/female/fss3pmj00s128/set128042_clncut.wav,fss3pmj00s128,female,44544,dict01
123,sitec/Dict01/clncut/female/fss3pmj00s128/set128043_clncut.wav,fss3pmj00s128,female,49536,dict01
124,sitec/Dict01/clncut/female/fss3pmj00s128/set128026_clncut.wav,fss3pmj00s128,female,55168,dict01
125,sitec/Dict01/clncut/female/fss3pmj00s128/set128068_clncut.wav,fss3pmj00s128,female,52992,dict01
126,sitec/Dict01/clncut/female/fss3pmj00s128/set128022_clncut.wav,fss3pmj00s128,female,41344,dict01
127,sitec/Dict01/clncut/female/fss3pmj00s128/set128073_clncut.wav,fss3pmj00s128,female,56704,dict01
128,sitec/Dict01/clncut/female/fss3pmj00s128/set128085_clncut.wav,fss3pmj00s128,female,54400,dict01
129,sitec/Dict01/clncut/female/fss3pmj00s128/set128078_clncut.wav,fss3pmj00s128,female,41472,dict01
130,sitec/Dict01/clncut/female/fss3pmj00s128/set128015_clncut.wav,fss3pmj00s128,female,49920,dict01
131,sitec/Dict01/clncut/female/fss3pmj00s128/set128087_clncut.wav,fss3pmj00s128,female,52608,dict01
132,sitec/Dict01/clncut/female/fss3pmj00s128/set128088_clncut.wav,fss3pmj00s128,female,57216,dict01
133,sitec/Dict01/clncut/female/fss3pmj00s128/set128009_clncut.wav,fss3pmj00s128,female,50176,dict01
134,sitec/Dict01/clncut/female/fss3pmj00s128/set128051_clncut.wav,fss3pmj00s128,female,48128,dict01
135,sitec/Dict01/clncut/female/fss3pmj00s128/set128007_clncut.wav,fss3pmj00s128,female,52992,dict01
136,sitec/Dict01/clncut/female/fss3pmj00s128/set128020_clncut.wav,fss3pmj00s128,female,41216,dict01
137,sitec/Dict01/clncut/female/fss3pmj00s128/set128066_clncut.wav,fss3pmj00s128,female,57600,dict01
138,sitec/Dict01/clncut/female/fss3pmj00s128/set128040_clncut.wav,fss3pmj00s128,female,42112,dict01
139,sitec/Dict01/clncut/female/fss3pmj00s128/set128081_clncut.wav,fss3pmj00s128,female,56320,dict01
140,sitec/Dict01/clncut/female/fss3pmj00s128/set128021_clncut.wav,fss3pmj00s128,female,40192,dict01
141,sitec/Dict01/clncut/female/fss3pmj00s128/set128103_clncut.wav,fss3pmj00s128,female,77056,dict01
142,sitec/Dict01/clncut/female/fss3pmj00s128/set128003_clncut.wav,fss3pmj00s128,female,51456,dict01
143,sitec/Dict01/clncut/female/fss3pmj00s128/set128070_clncut.wav,fss3pmj00s128,female,59264,dict01
144,sitec/Dict01/clncut/female/fss3pmj00s128/set128032_clncut.wav,fss3pmj00s128,female,52736,dict01
145,sitec/Dict01/clncut/female/fss3pmj00s128/set128083_clncut.wav,fss3pmj00s128,female,54272,dict01
146,sitec/Dict01/clncut/female/fss3pmj00s128/set128005_clncut.wav,fss3pmj00s128,female,53888,dict01
147,sitec/Dict01/clncut/female/fss3pmj00s128/set128065_clncut.wav,fss3pmj00s128,female,46592,dict01
148,sitec/Dict01/clncut/female/fss3pmj00s128/set128056_clncut.wav,fss3pmj00s128,female,56960,dict01
149,sitec/Dict01/clncut/female/fss3pmj00s128/set128016_clncut.wav,fss3pmj00s128,female,54144,dict01
150,sitec/Dict01/clncut/female/fss3pmj00s128/set128030_clncut.wav,fss3pmj00s128,female,47872,dict01
151,sitec/Dict01/clncut/female/fss3pmj00s128/set128014_clncut.wav,fss3pmj00s128,female,34560,dict01
152,sitec/Dict01/clncut/female/fss3pmj00s128/set128057_clncut.wav,fss3pmj00s128,female,48768,dict01
153,sitec/Dict01/clncut/female/fss3pmj00s128/set128018_clncut.wav,fss3pmj00s128,female,53632,dict01
154,sitec/Dict01/clncut/female/fss3pmj00s128/set128080_clncut.wav,fss3pmj00s128,female,41472,dict01
155,sitec/Dict01/clncut/female/fss3pmj00s128/set128059_clncut.wav,fss3pmj00s128,female,49408,dict01
156,sitec/Dict01/clncut/female/fss3pmj00s128/set128034_clncut.wav,fss3pmj00s128,female,48768,dict01
157,sitec/Dict01/clncut/female/fss3pmj00s128/set128048_clncut.wav,fss3pmj00s128,female,51328,dict01
158,sitec/Dict01/clncut/female/fss3pmj00s128/set128060_clncut.wav,fss3pmj00s128,female,38912,dict01
159,sitec/Dict01/clncut/female/fss3pmj00s128/set128055_clncut.wav,fss3pmj00s128,female,56320,dict01
160,sitec/Dict01/clncut/female/fss3pmj00s128/set128075_clncut.wav,fss3pmj00s128,female,50432,dict01
161,sitec/Dict01/clncut/female/fss3pmj00s128/set128006_clncut.wav,fss3pmj00s128,female,54016,dict01
162,sitec/Dict01/clncut/female/fss3pmj00s128/set128012_clncut.wav,fss3pmj00s128,female,58368,dict01
163,sitec/Dict01/clncut/female/fss3pmj00s128/set128094_clncut.wav,fss3pmj00s128,female,76544,dict01
164,sitec/Dict01/clncut/female/fss3pmj00s128/set128064_clncut.wav,fss3pmj00s128,female,44800,dict01
165,sitec/Dict01/clncut/female/fss3pmj00s128/set128058_clncut.wav,fss3pmj00s128,female,40704,dict01
166,sitec/Dict01/clncut/female/fss3pmj00s128/set128027_clncut.wav,fss3pmj00s128,female,50816,dict01
167,sitec/Dict01/clncut/female/fss3pmj00s128/set128001_clncut.wav,fss3pmj00s128,female,41856,dict01
168,sitec/Dict01/clncut/female/fss3pmj00s128/set128067_clncut.wav,fss3pmj00s128,female,75392,dict01
169,sitec/Dict01/clncut/female/fss3pmj00s128/set128100_clncut.wav,fss3pmj00s128,female,51456,dict01
170,sitec/Dict01/clncut/female/fss3pmj00s128/set128028_clncut.wav,fss3pmj00s128,female,43648,dict01
171,sitec/Dict01/clncut/female/fss3pmj00s128/set128074_clncut.wav,fss3pmj00s128,female,46080,dict01
172,sitec/Dict01/clncut/female/fss3pmj00s128/set128004_clncut.wav,fss3pmj00s128,female,50048,dict01
173,sitec/Dict01/clncut/female/fss3pmj00s128/set128079_clncut.wav,fss3pmj00s128,female,63488,dict01
174,sitec/Dict01/clncut/female/fss3pmj00s128/set128091_clncut.wav,fss3pmj00s128,female,93952,dict01
175,sitec/Dict01/clncut/female/fss3pmj00s128/set128082_clncut.wav,fss3pmj00s128,female,60416,dict01
176,sitec/Dict01/clncut/female/fss3pmj00s128/set128033_clncut.wav,fss3pmj00s128,female,42880,dict01
177,sitec/Dict01/clncut/female/fss3pmj00s128/set128031_clncut.wav,fss3pmj00s128,female,54912,dict01
178,sitec/Dict01/clncut/female/fss3pmj00s128/set128025_clncut.wav,fss3pmj00s128,female,47872,dict01
179,sitec/Dict01/clncut/female/fss3pmj00s128/set128104_clncut.wav,fss3pmj00s128,female,75776,dict01
180,sitec/Dict01/clncut/female/fss3pmj00s128/set128063_clncut.wav,fss3pmj00s128,female,66048,dict01
181,sitec/Dict01/clncut/female/fss3pmj00s128/set128050_clncut.wav,fss3pmj00s128,female,64640,dict01
182,sitec/Dict01/clncut/female/fss3pmj00s128/set128039_clncut.wav,fss3pmj00s128,female,49664,dict01
183,sitec/Dict01/clncut/female/fss3pmj00s128/set128102_clncut.wav,fss3pmj00s128,female,47104,dict01
184,sitec/Dict01/clncut/female/fss3pmj00s128/set128053_clncut.wav,fss3pmj00s128,female,42880,dict01
185,sitec/Dict01/clncut/female/fss3pmj00s128/set128044_clncut.wav,fss3pmj00s128,female,34048,dict01
186,sitec/Dict01/clncut/female/fss3pmj00s128/set128086_clncut.wav,fss3pmj00s128,female,56320,dict01
187,sitec/Dict01/clncut/female/fss3pmj00s128/set128011_clncut.wav,fss3pmj00s128,female,59776,dict01
188,sitec/Dict01/clncut/female/fss3pmj00s128/set128029_clncut.wav,fss3pmj00s128,female,45568,dict01
189,sitec/Dict01/clncut/female/fss3pmj00s128/set128054_clncut.wav,fss3pmj00s128,female,46208,dict01
190,sitec/Dict01/clncut/female/fss3pmj00s128/set128069_clncut.wav,fss3pmj00s128,female,54656,dict01
191,sitec/Dict01/clncut/female/fss3pmj00s128/set128049_clncut.wav,fss3pmj00s128,female,52992,dict01
192,sitec/Dict01/clncut/female/fss3pmj00s128/set128096_clncut.wav,fss3pmj00s128,female,55168,dict01
193,sitec/Dict01/clncut/female/fss3pmj00s128/set128099_clncut.wav,fss3pmj00s128,female,62848,dict01
194,sitec/Dict01/clncut/female/fss3pmj00s128/set128013_clncut.wav,fss3pmj00s128,female,54656,dict01
195,sitec/Dict01/clncut/female/fss3pmj00s128/set128076_clncut.wav,fss3pmj00s128,female,63104,dict01
196,sitec/Dict01/clncut/female/fss3pmj00s128/set128047_clncut.wav,fss3pmj00s128,female,64640,dict01
197,sitec/Dict01/clncut/female/fss3pmj00s128/set128024_clncut.wav,fss3pmj00s128,female,40448,dict01
198,sitec/Dict01/clncut/female/fss3pmj00s128/set128084_clncut.wav,fss3pmj00s128,female,40448,dict01
199,sitec/Dict01/clncut/female/fss3pmj00s128/set128071_clncut.wav,fss3pmj00s128,female,47488,dict01
200,sitec/Dict01/clncut/female/fss3pmj00s128/set128052_clncut.wav,fss3pmj00s128,female,61824,dict01
201,sitec/Dict01/clncut/female/fss3pmj00s128/set128061_clncut.wav,fss3pmj00s128,female,66688,dict01
202,sitec/Dict01/clncut/female/fss3pmj00s128/set128095_clncut.wav,fss3pmj00s128,female,42496,dict01
203,sitec/Dict01/clncut/female/fss3pmj00s128/set128023_clncut.wav,fss3pmj00s128,female,48256,dict01
204,sitec/Dict01/clncut/female/fss3pmj00s128/set128038_clncut.wav,fss3pmj00s128,female,62080,dict01
205,sitec/Dict01/clncut/female/fss3pmj00s128/set128101_clncut.wav,fss3pmj00s128,female,50560,dict01
206,sitec/Dict01/clncut/female/fss3pmj00s128/set128062_clncut.wav,fss3pmj00s128,female,38656,dict01
207,sitec/Dict01/clncut/female/fss3pmj00s128/set128089_clncut.wav,fss3pmj00s128,female,48384,dict01
312,sitec/Dict01/clncut/female/fjn2jms00s150/set150052_clncut.wav,fjn2jms00s150,female,49536,dict01
313,sitec/Dict01/clncut/female/fjn2jms00s150/set150035_clncut.wav,fjn2jms00s150,female,52864,dict01
314,sitec/Dict01/clncut/female/fjn2jms00s150/set150073_clncut.wav,fjn2jms00s150,female,41216,dict01
315,sitec/Dict01/clncut/female/fjn2jms00s150/set150092_clncut.wav,fjn2jms00s150,female,50688,dict01
316,sitec/Dict01/clncut/female/fjn2jms00s150/set150044_clncut.wav,fjn2jms00s150,female,46720,dict01
317,sitec/Dict01/clncut/female/fjn2jms00s150/set150036_clncut.wav,fjn2jms00s150,female,35584,dict01
318,sitec/Dict01/clncut/female/fjn2jms00s150/set150062_clncut.wav,fjn2jms00s150,female,41728,dict01
319,sitec/Dict01/clncut/female/fjn2jms00s150/set150047_clncut.wav,fjn2jms00s150,female,44928,dict01
320,sitec/Dict01/clncut/female/fjn2jms00s150/set150079_clncut.wav,fjn2jms00s150,female,39680,dict01
321,sitec/Dict01/clncut/female/fjn2jms00s150/set150080_clncut.wav,fjn2jms00s150,female,63744,dict01
322,sitec/Dict01/clncut/female/fjn2jms00s150/set150032_clncut.wav,fjn2jms00s150,female,38784,dict01
323,sitec/Dict01/clncut/female/fjn2jms00s150/set150050_clncut.wav,fjn2jms00s150,female,43648,dict01
324,sitec/Dict01/clncut/female/fjn2jms00s150/set150069_clncut.wav,fjn2jms00s150,female,46976,dict01
325,sitec/Dict01/clncut/female/fjn2jms00s150/set150048_clncut.wav,fjn2jms00s150,female,35328,dict01
326,sitec/Dict01/clncut/female/fjn2jms00s150/set150095_clncut.wav,fjn2jms00s150,female,43136,dict01
327,sitec/Dict01/clncut/female/fjn2jms00s150/set150001_clncut.wav,fjn2jms00s150,female,40320,dict01
328,sitec/Dict01/clncut/female/fjn2jms00s150/set150057_clncut.wav,fjn2jms00s150,female,49792,dict01
329,sitec/Dict01/clncut/female/fjn2jms00s150/set150018_clncut.wav,fjn2jms00s150,female,66944,dict01
330,sitec/Dict01/clncut/female/fjn2jms00s150/set150093_clncut.wav,fjn2jms00s150,female,42752,dict01
331,sitec/Dict01/clncut/female/fjn2jms00s150/set150019_clncut.wav,fjn2jms00s150,female,48256,dict01
332,sitec/Dict01/clncut/female/fjn2jms00s150/set150082_clncut.wav,fjn2jms00s150,female,55168,dict01
333,sitec/Dict01/clncut/female/fjn2jms00s150/set150038_clncut.wav,fjn2jms00s150,female,37376,dict01
334,sitec/Dict01/clncut/female/fjn2jms00s150/set150094_clncut.wav,fjn2jms00s150,female,41856,dict01
335,sitec/Dict01/clncut/female/fjn2jms00s150/set150024_clncut.wav,fjn2jms00s150,female,38144,dict01
336,sitec/Dict01/clncut/female/fjn2jms00s150/set150006_clncut.wav,fjn2jms00s150,female,46208,dict01
337,sitec/Dict01/clncut/female/fjn2jms00s150/set150077_clncut.wav,fjn2jms00s150,female,40960,dict01
338,sitec/Dict01/clncut/female/fjn2jms00s150/set150045_clncut.wav,fjn2jms00s150,female,41088,dict01
339,sitec/Dict01/clncut/female/fjn2jms00s150/set150058_clncut.wav,fjn2jms00s150,female,68992,dict01
340,sitec/Dict01/clncut/female/fjn2jms00s150/set150101_clncut.wav,fjn2jms00s150,female,53504,dict01
341,sitec/Dict01/clncut/female/fjn2jms00s150/set150010_clncut.wav,fjn2jms00s150,female,41216,dict01
342,sitec/Dict01/clncut/female/fjn2jms00s150/set150034_clncut.wav,fjn2jms00s150,female,46848,dict01
343,sitec/Dict01/clncut/female/fjn2jms00s150/set150085_clncut.wav,fjn2jms00s150,female,51840,dict01
344,sitec/Dict01/clncut/female/fjn2jms00s150/set150008_clncut.wav,fjn2jms00s150,female,55168,dict01
345,sitec/Dict01/clncut/female/fjn2jms00s150/set150078_clncut.wav,fjn2jms00s150,female,64640,dict01
346,sitec/Dict01/clncut/female/fjn2jms00s150/set150100_clncut.wav,fjn2jms00s150,female,40320,dict01
347,sitec/Dict01/clncut/female/fjn2jms00s150/set150043_clncut.wav,fjn2jms00s150,female,53632,dict01
